,netcharge,netural,gravy,molecularweight,neg,pos,hphobic,instability,pI,aromaticity
77,7.922235072,0.278846154,-0.278846154,11821.6535,0.067307692,0.192307692,0.461538462,52.77115385,10.35162354,0.076923077
78,-5.044756371,0.304635762,-0.201986755,35253.9883,0.129139073,0.129139073,0.437086093,40.82023179,5.647888184,0.099337748
79,9.480031326,0.287822878,0.561808118,60421.9624,0.055350554,0.094095941,0.562730627,34.72824723,8.98638916,0.143911439
80,9.084958939,0.299502488,-0.458507463,114279.904,0.131343284,0.15721393,0.411940299,43.82718408,8.492126465,0.071641791
81,10.38816865,0.400932401,-0.733566434,47320.4298,0.097902098,0.144522145,0.356643357,52.11491841,9.321716309,0.053613054
82,-0.430646653,0.369158879,-0.753037383,47426.8405,0.114485981,0.140186916,0.376168224,72.50422897,6.874816895,0.074766355
83,10.37670109,0.314553991,-0.577934272,24187.3562,0.093896714,0.187793427,0.403755869,44.89352113,9.733947754,0.070422535
84,-9.058035702,0.278145695,0.565231788,34537.0498,0.089403974,0.07615894,0.556291391,43.61523179,5.04107666,0.125827815
85,3.136941702,0.337129841,-0.710250569,50011.3995,0.111617312,0.159453303,0.391799544,42.89318907,8.066833496,0.102505695
86,-3.934232612,0.285302594,-0.529394813,39978.9443,0.144092219,0.149855908,0.42074928,40.7037464,5.993835449,0.097982709
87,-30.76549733,0.294429708,-0.780371353,43708.2224,0.204244032,0.132625995,0.368700265,41.25039788,4.569274902,0.063660477
88,-10.61075633,0.302231237,-0.707302231,56865.2023,0.129817444,0.127789047,0.440162272,43.38742394,5.531188965,0.119675456
89,-12.15763493,0.31120332,0.383195021,53652.2757,0.085062241,0.070539419,0.533195021,36.77240664,4.959533691,0.147302905
90,-0.069386808,0.268817204,-0.31344086,21026.8925,0.14516129,0.172043011,0.413978495,18.19946237,6.960510254,0.086021505
91,-0.162679107,0.301204819,-0.174698795,37200.2846,0.114457831,0.126506024,0.457831325,33.15545181,6.905090332,0.078313253
92,12.32378316,0.257352941,-0.790686275,46693.2544,0.151960784,0.203431373,0.387254902,51.24142157,9.202209473,0.036764706
93,15.43196779,0.348066298,-0.353314917,80600.911,0.096685083,0.147790055,0.407458564,49.10734807,8.995422363,0.062154696
94,-21.61100846,0.280360861,-0.651561416,165086.0287,0.170714781,0.174878557,0.374045802,49.74199167,5.87298584,0.049965302
95,-4.116056202,0.324853229,-0.600782779,57892.2265,0.133072407,0.154598826,0.387475538,32.03054795,6.363586426,0.095890411
96,-29.46561962,0.302712161,-0.248031496,126501.5222,0.126859143,0.118985127,0.45144357,34.41592301,5.28692627,0.083114611
97,1.766275947,0.329317269,-0.631526104,57676.8887,0.134538153,0.164658635,0.371485944,50.03232932,7.661315918,0.076305221
98,-1.694023954,0.31557377,-0.73852459,27138.7471,0.131147541,0.159836066,0.393442623,49.55327869,6.510314941,0.06147541
99,5.145924597,0.283478261,0.474782609,63891.746,0.069565217,0.092173913,0.554782609,40.46233043,8.533996582,0.147826087
100,-6.68256558,0.28125,-0.8415625,36621.9346,0.178125,0.184375,0.35625,59.9465625,5.83392334,0.04375
101,-29.95664164,0.29106946,-0.062183021,100904.7513,0.133406836,0.117971334,0.45755237,41.45126792,5.125061035,0.081587652
102,1.928604554,0.352140078,-0.065856031,112878.6228,0.089494163,0.107003891,0.451361868,31.12939689,7.531433105,0.087548638
103,-7.486230951,0.290791599,-0.582875606,70146.1859,0.150242326,0.155088853,0.403877221,49.14200323,5.91204834,0.082390953
104,1.909392167,0.286334056,-0.537527115,53547.204,0.125813449,0.162689805,0.42516269,35.12193059,7.699523926,0.10845987
105,-0.142346384,0.268722467,-0.187665198,24957.3135,0.127753304,0.145374449,0.45814978,30.71013216,6.911315918,0.070484581
106,-14.1865154,0.345149254,-0.829104478,59914.8369,0.134328358,0.132462687,0.388059701,47.5255597,5.475402832,0.067164179
107,-18.4389693,0.29082774,-0.592170022,50417.9825,0.170022371,0.15212528,0.387024609,41.08926175,5.15802002,0.049217002
108,-8.070456211,0.336842105,-0.274210526,21550.1221,0.131578947,0.115789474,0.415789474,41.76368421,5.073791504,0.084210526
109,11.66997105,0.365638767,-0.726284875,75583.5297,0.10866373,0.143906021,0.381791483,55.08619677,9.090148926,0.06020558
110,-26.10646025,0.28057554,-0.256594724,48422.5577,0.167865707,0.115107914,0.436450839,44.08904077,4.631774902,0.105515588
111,-13.450859,0.294254658,0.153804348,141951.3331,0.108695652,0.107142857,0.489906832,34.46919255,5.653625488,0.089285714
112,-8.490178459,0.31779661,0.453672316,76963.3422,0.072033898,0.076271186,0.533898305,38.93433616,5.784606934,0.117231638
113,7.156715166,0.317380353,-0.323173804,45551.9951,0.115869018,0.153652393,0.413098237,38.82574307,8.766540527,0.075566751
114,-1.596332707,0.340425532,-0.268794326,62406.4183,0.108156028,0.122340426,0.429078014,42.6562234,6.581604004,0.060283688
115,6.453311536,0.27735369,0.081679389,45839.8042,0.086513995,0.129770992,0.506361323,30.65221374,8.958557129,0.145038168
116,-1.51393795,0.297169811,-0.114150943,71014.9269,0.108490566,0.124213836,0.470125786,36.46589623,6.65411377,0.094339623
117,0.869300454,0.285714286,-0.014285714,17775.3754,0.097402597,0.12987013,0.487012987,43.77993506,8.062438965,0.123376623
118,-5.982613205,0.279883382,-0.49941691,78871.6068,0.142857143,0.157434402,0.419825073,34.77422741,6.235900879,0.102040816
119,1.159692552,0.334302326,-1.204069767,40170.7008,0.145348837,0.168604651,0.351744186,75.37296512,7.760192871,0.093023256
120,-30.56775189,0.275510204,-0.643112245,44344.7928,0.196428571,0.142857143,0.385204082,43.04721939,4.677062988,0.058673469
121,-12.00017008,0.306122449,-0.346467818,70231.4446,0.127158556,0.150706436,0.416012559,41.13940345,6.08026123,0.078492936
122,0.906549631,0.331210191,-0.005732484,17571.9714,0.089171975,0.127388535,0.452229299,37.15229299,7.676696777,0.114649682
123,-6.442412945,0.299012694,-0.947531735,81603.0265,0.170662906,0.176304654,0.354019746,41.89844852,6.059265137,0.086036671
124,-6.912908541,0.324825986,-0.907888631,47721.5965,0.16937355,0.167053364,0.3387471,33.16777262,5.683288574,0.053364269
125,-15.51579202,0.238505747,-0.227011494,40348.8488,0.149425287,0.135057471,0.477011494,41.68390805,5.150939941,0.100574713
126,-4.95799411,0.295774648,-0.767605634,114042.7197,0.135814889,0.15694165,0.411468813,53.01913481,6.50567627,0.104627767
127,-1.072113468,0.392070485,-0.593832599,24606.1101,0.105726872,0.123348018,0.378854626,69.98898678,6.511657715,0.039647577
128,-1.312568659,0.325088339,-0.030035336,32181.921,0.113074205,0.116607774,0.445229682,39.91236749,6.20513916,0.06360424
129,-24.73681874,0.314447592,-0.603966006,40050.8334,0.169971671,0.121813031,0.393767705,48.04422096,4.697937012,0.099150142
130,28.9771381,0.259649123,-1.200701754,32763.1937,0.154385965,0.273684211,0.312280702,43.16315789,10.08148193,0.042105263
131,-4.84657724,0.280056577,-0.280480905,78885.6477,0.1145686,0.132956153,0.47241867,34.28575672,6.367370605,0.108910891
132,-7.688902654,0.279742765,0.046623794,34396.1204,0.118971061,0.122186495,0.479099678,37.29517685,5.63079834,0.093247588
133,0.940287782,0.20754717,-0.338993711,18458.1034,0.13836478,0.176100629,0.477987421,41.41132075,7.768005371,0.113207547
134,6.412811822,0.281690141,-0.279275654,54686.7572,0.110663984,0.142857143,0.464788732,29.84366197,8.907409668,0.08249497
135,-3.80201268,0.257246377,0.172101449,31510.1778,0.101449275,0.115942029,0.525362319,40.49934783,6.059509277,0.119565217
136,-13.92599995,0.235,-0.153,22342.0684,0.175,0.135,0.455,20.246,4.786560059,0.07
137,-12.85301697,0.377440347,-0.751626898,50849.6505,0.140997831,0.127982646,0.353579176,49.72364425,5.21673584,0.04989154
138,-8.29215952,0.262820513,-0.177564103,17413.4235,0.141025641,0.102564103,0.493589744,36.21352564,4.755187988,0.115384615
139,-17.15577524,0.276457883,-0.051187905,52914.4055,0.146868251,0.118790497,0.457883369,28.65401728,4.899108887,0.097192225
140,6.527881216,0.297002725,-0.988555858,42272.2138,0.163487738,0.209809264,0.329700272,53.43079019,9.032653809,0.040871935
141,21.86152064,0.312138728,-0.366473988,58820.3838,0.092485549,0.163776493,0.431599229,34.70695568,9.491760254,0.113680154
142,0.756319061,0.370860927,-0.019205298,16911.2739,0.066225166,0.092715232,0.470198675,23.51331126,7.825012207,0.099337748
143,20.95156538,0.305825243,0.14368932,45652.5173,0.048543689,0.11407767,0.531553398,32.79492718,9.731018066,0.131067961
144,-35.60842071,0.320083682,-0.390376569,52640.1846,0.165271967,0.110878661,0.40376569,49.26824268,4.595153809,0.075313808
145,-8.825590338,0.273333333,-0.904,51395.6909,0.146666667,0.188888889,0.391111111,45.906,6.252380371,0.062222222
146,0.386945984,0.262376238,-0.270049505,46879.2665,0.113861386,0.138613861,0.485148515,43.28242574,7.152893066,0.116336634
147,-2.7246581,0.334448161,-0.365551839,33280.9115,0.100334448,0.120401338,0.444816054,33.94789298,6.299255371,0.143812709
148,5.867367918,0.301408451,-0.326760563,39527.4063,0.109859155,0.138028169,0.450704225,39.46704225,8.981018066,0.098591549
149,2.283486343,0.326153846,-0.153230769,36935.3424,0.098461538,0.132307692,0.443076923,26.896,8.245178223,0.08
150,3.829151505,0.326254826,0.533976834,56933.0907,0.063706564,0.079150579,0.530888031,40.83090734,8.660339355,0.1003861
151,-13.97688827,0.280155642,-0.257198444,29716.6095,0.143968872,0.112840467,0.463035019,54.57708171,4.882873535,0.120622568
152,-24.54614799,0.290544771,0.045021916,182208.8159,0.112711334,0.117094552,0.479649343,37.95405135,5.761291504,0.102692549
153,6.672377885,0.300957592,-0.30629275,84190.4232,0.114911081,0.140902873,0.443228454,48.10699042,8.600769043,0.098495212
154,-58.78806148,0.236956522,-1.051086957,53244.887,0.269565217,0.154347826,0.339130435,50.59415217,4.406433105,0.05
155,14.20277245,0.274914089,-1.05532646,32918.117,0.147766323,0.223367698,0.35395189,51.99862543,9.428771973,0.041237113
156,-2.882898667,0.278625954,-0.120229008,30060.517,0.118320611,0.133587786,0.469465649,45.42484733,6.185241699,0.083969466
157,-53.08578351,0.26635514,-0.897663551,48876.0362,0.238317757,0.121495327,0.373831776,54.2960514,4.297912598,0.079439252
158,-14.39664129,0.29233871,-0.618145161,58512.5471,0.153225806,0.147177419,0.407258065,50.05788306,5.393127441,0.112903226
159,7.14444007,0.294820717,0.267330677,28431.8758,0.059760956,0.119521912,0.525896414,37.79812749,9.071472168,0.139442231
160,-4.127044434,0.229665072,-0.395215311,23955.1197,0.157894737,0.157894737,0.454545455,46.59569378,5.686462402,0.086124402
161,-3.782651463,0.295138889,0.011111111,33531.8019,0.100694444,0.114583333,0.489583333,43.43375,6.059265137,0.142361111
162,19.26511231,0.290196078,-0.877254902,29189.12,0.121568627,0.231372549,0.356862745,48.16356863,9.765563965,0.062745098
163,-0.888396992,0.295532646,-0.404467354,33420.9044,0.12371134,0.144329897,0.436426117,39.09862543,6.66595459,0.092783505
164,1.864081789,0.353333333,-1.018,17202.63,0.126666667,0.166666667,0.353333333,54.9514,8.777160645,0.1
165,-0.80818596,0.232876712,-0.040410959,16086.476,0.116438356,0.164383562,0.48630137,31.69452055,6.696960449,0.061643836
166,-1.255310805,0.286624204,-0.244267516,35295.1122,0.121019108,0.127388535,0.464968153,31.44140127,6.362731934,0.089171975
167,-12.96757614,0.316513761,-0.138379205,71939.0233,0.116207951,0.120795107,0.44648318,50.03107034,5.707336426,0.068807339
168,9.557040581,0.29022082,-0.299053628,35992.0902,0.088328076,0.154574132,0.466876972,60.15334385,9.512145996,0.075709779
169,2.757942471,0.340095465,-0.350835322,94389.8996,0.113365155,0.132458234,0.414081146,47.01420048,7.921081543,0.08353222
170,3.9482557,0.246323529,-0.696323529,32775.2963,0.143382353,0.176470588,0.433823529,47.54779412,8.703063965,0.128676471
171,-5.173173958,0.321167883,-0.16350365,45459.0235,0.114355231,0.111922141,0.452554745,32.18540146,5.539123535,0.082725061
172,3.899878341,0.340314136,0.506806283,42753.419,0.062827225,0.086387435,0.510471204,47.41497382,8.67755127,0.115183246
173,7.615878246,0.288261516,-0.575334324,76659.5553,0.142644874,0.170876672,0.398216939,50.602526,8.747497559,0.054977712
174,-0.9744792,0.271428571,-0.234857143,40413.9711,0.12,0.134285714,0.474285714,43.5146,6.61529541,0.105714286
175,-6.942639035,0.301441678,-0.108519004,85438.5578,0.117955439,0.129750983,0.4508519,32.43369594,6.139953613,0.087811271
176,5.942238814,0.249042146,-0.769348659,30181.1308,0.168582375,0.210727969,0.37164751,52.01992337,8.907897949,0.076628352
177,-2.066741522,0.362573099,-0.477777778,19204.3718,0.099415205,0.116959064,0.421052632,62.05438596,6.180480957,0.058479532
178,3.916419263,0.302816901,-0.419014085,16499.7159,0.105633803,0.169014085,0.422535211,25.13098592,8.992492676,0.112676056
179,-11.26278892,0.289017341,-0.475375723,100061.1645,0.138728324,0.139884393,0.432369942,48.60463584,5.773864746,0.112138728
180,-4.716242609,0.298097252,-0.346934461,54021.0902,0.128964059,0.139534884,0.433403805,41.39964059,6.111999512,0.1205074
181,-0.62615115,0.328467153,0.466423358,59440.5794,0.072992701,0.089416058,0.509124088,30.07007299,6.80291748,0.098540146
182,-9.68743676,0.329694323,-0.407423581,51581.8385,0.126637555,0.124454148,0.419213974,42.98537118,5.51776123,0.076419214
183,-10.14441177,0.337931034,-0.588965517,16591.4273,0.165517241,0.124137931,0.372413793,38.20351724,4.780456543,0.089655172
184,-10.30595693,0.294444444,-0.029444444,20276.7277,0.144444444,0.1,0.461111111,35.95394444,4.663879395,0.105555556
185,-6.012877499,0.274900398,-0.265338645,27216.4194,0.147410359,0.143426295,0.434262948,37.03984064,5.500305176,0.047808765
186,-28.79464156,0.285539216,-0.473284314,94348.2227,0.133578431,0.132352941,0.448529412,38.2589951,5.402770996,0.137254902
187,-21.47652593,0.297435897,-0.339487179,44015.9014,0.143589744,0.115384615,0.443589744,25.40489744,4.87310791,0.117948718
188,-7.754211543,0.296391753,-0.245618557,43648.4056,0.128865979,0.128865979,0.445876289,40.93402062,5.599060059,0.056701031
189,-1.142173399,0.341968912,-0.577202073,21953.6244,0.124352332,0.139896373,0.393782383,42.16580311,6.418884277,0.051813472
190,-10.5728017,0.275789474,-0.796,54894.1687,0.155789474,0.153684211,0.414736842,43.65938947,5.587219238,0.101052632
191,8.330384451,0.327628362,-0.457457213,45907.2657,0.107579462,0.149144254,0.415647922,47.29462103,9.40826416,0.06601467
192,-14.75683367,0.307152875,-0.068302945,81006.6118,0.112201964,0.103786816,0.476858345,45.53708275,5.230651855,0.106591865
193,-8.890910535,0.370229008,-0.529770992,29599.744,0.125954198,0.118320611,0.385496183,55.47633588,5.286804199,0.08778626
194,-39.65748273,0.287776708,-0.378537055,116245.983,0.146294514,0.126082772,0.439846006,34.48960539,5.035095215,0.091434071
195,-2.948059877,0.256375839,-0.489261745,86665.3775,0.140939597,0.158389262,0.444295302,44.66214765,6.538513184,0.088590604
196,-54.18979404,0.362616822,-0.205046729,58305.2475,0.14953271,0.056074766,0.431775701,48.63143925,3.996398926,0.114018692
197,6.10793994,0.280182232,-0.168109339,50144.8299,0.116173121,0.145785877,0.45785877,43.29323462,8.818664551,0.079726651
198,20.79747501,0.409090909,-0.922465035,124765.9247,0.069055944,0.108391608,0.413461538,71.49922203,9.283630371,0.059440559
199,-6.108562636,0.285171103,-0.457034221,28951.3572,0.144486692,0.136882129,0.433460076,60.0095057,5.39239502,0.049429658
200,0.684262183,0.222222222,-0.50462963,13001.9367,0.166666667,0.194444444,0.416666667,51.2,7.780212402,0.083333333
201,-12.81743612,0.328903654,-0.289368771,32964.9513,0.136212625,0.119601329,0.415282392,51.07641196,5.074035645,0.046511628
202,-7.114086581,0.281512605,-0.627731092,26756.9489,0.163865546,0.151260504,0.403361345,41.91890756,5.267883301,0.067226891
203,-26.08845862,0.281961471,-0.357443082,65569.7065,0.161120841,0.140105079,0.416812609,50.90579685,5.108703613,0.078809107
204,-5.743009538,0.31838565,-0.508744395,50213.8273,0.139013453,0.143497758,0.399103139,40.57713004,5.879089355,0.089686099
205,6.195515547,0.24,-0.457,46108.3417,0.1275,0.1625,0.47,41.79825,8.82220459,0.1175
206,-34.51388381,0.294491525,-0.256567797,108091.046,0.140889831,0.127118644,0.4375,43.76038136,5.168029785,0.096398305
207,-27.10155168,0.278431373,-0.537843137,57629.0984,0.178431373,0.135294118,0.407843137,35.87158824,4.778991699,0.084313725
208,-1.257579278,0.348314607,-0.379775281,50318.6697,0.103370787,0.13258427,0.415730337,50.95305618,6.730041504,0.083146067
209,-13.19781355,0.272093023,-0.630232558,49403.7794,0.153488372,0.153488372,0.420930233,38.20930233,5.535583496,0.106976744
210,-11.68216387,0.286574871,0.135886403,127779.2847,0.111876076,0.118760757,0.482788296,37.65302065,5.990539551,0.076592083
211,7.4259627,0.329787234,-0.371276596,86585.0342,0.093085106,0.131648936,0.445478723,48.59308511,8.426818848,0.105053191
212,12.51545913,0.284768212,-0.81192053,16488.7279,0.125827815,0.21192053,0.377483444,24.75629139,10.02911377,0.026490066
213,0.751783085,0.340482574,-0.536729223,84101.6642,0.119302949,0.152815013,0.387399464,48.05723861,7.134460449,0.069705094
214,5.903447017,0.298850575,0.518390805,58691.2346,0.067049808,0.088122605,0.545977011,38.37818008,8.805358887,0.14559387
215,-1.618677145,0.289285714,0.196785714,63230.3501,0.089285714,0.103571429,0.517857143,39.98580357,6.571838379,0.121428571
216,-6.479202855,0.308797127,-0.317055655,62073.0018,0.118491921,0.127468582,0.44524237,39.75387792,6.009338379,0.095152603
217,0.494266577,0.348623853,-0.343119266,12504.9901,0.100917431,0.110091743,0.440366972,54.59724771,7.76385498,0.100917431
218,16.55693556,0.259109312,-0.457489879,27958.0987,0.101214575,0.214574899,0.425101215,42.86032389,9.770935059,0.052631579
219,9.3516474,0.291420118,0.081508876,75163.2137,0.088757396,0.116863905,0.50295858,49.55400888,8.902648926,0.091715976
